topic,summaryFile,scuSentCharIdx,scuSentence,documentFile,docSentCharIdx,docSentText,docSpanOffsets,summarySpanOffsets,docSpanText,summarySpanText,Quality,pred_prob
D0606F,NYT19980812.0321,2681,"The Greenpeace report noted that the Intergovernmental Panel on Climate Change, a group of 1,600 climate scientists from around the world, said Arctic sea ice has decreased 2.8 percent each decade since the late 1970s.",XIE19971114.0179,0,"BEIRUT, November 14 (Xinhua) -- Global warming weather will critically undermine efforts for sustainable development in Lebanon and other Mediterranean literal states, the Greenpeace Mediterranean has said in a report.","166, 218","2681, 2899",", the Greenpeace Mediterranean has said in a report.","The Greenpeace report noted that the Intergovernmental Panel on Climate Change, a group of 1,600 climate scientists from around the world, said Arctic sea ice has decreased 2.8 percent each decade since the late 1970s.",0,0.6438409
D0606F,NYT19980812.0321,2681,"The Greenpeace report noted that the Intergovernmental Panel on Climate Change, a group of 1,600 climate scientists from around the world, said Arctic sea ice has decreased 2.8 percent each decade since the late 1970s.",XIE19971114.0179,219,"Daily Star today quoted a report issued by Greenpeace Mediterranean in Lebanon on Thursday entitled ""Climate change and the Mediterranean region"" as saying that climate change will add to existing problems of desertification, water scarcity, and food production in the region.","219, 309","2681, 2899",Daily Star today quoted a report issued by Greenpeace Mediterranean in Lebanon on Thursday,"The Greenpeace report noted that the Intergovernmental Panel on Climate Change, a group of 1,600 climate scientists from around the world, said Arctic sea ice has decreased 2.8 percent each decade since the late 1970s.",0,0.58201516
D0606F,NYT19980812.0321,2681,"The Greenpeace report noted that the Intergovernmental Panel on Climate Change, a group of 1,600 climate scientists from around the world, said Arctic sea ice has decreased 2.8 percent each decade since the late 1970s.",XIE19971121.0037,644,He cited a recent report by the Intergovernmental Panel on Climate Change which noted that stablization of the concentration of greenhouse gases by the year 2100 will nonetheless be accompanied by rising temperatures and higher sea levels.,"644, 717","2681, 2899",He cited a recent report by the Intergovernmental Panel on Climate Change,"The Greenpeace report noted that the Intergovernmental Panel on Climate Change, a group of 1,600 climate scientists from around the world, said Arctic sea ice has decreased 2.8 percent each decade since the late 1970s.",0,0.6902145
D0606F,NYT19980812.0321,2681,"The Greenpeace report noted that the Intergovernmental Panel on Climate Change, a group of 1,600 climate scientists from around the world, said Arctic sea ice has decreased 2.8 percent each decade since the late 1970s.",NYT19980812.0321,2681,"The Greenpeace report noted that the Intergovernmental Panel on Climate Change, a group of 1,600 climate scientists from around the world, said Arctic sea ice has decreased 2.8 percent each decade since the late 1970s.","2681, 2899","2714, 2759;2820, 2899","The Greenpeace report noted that the Intergovernmental Panel on Climate Change, a group of 1,600 climate scientists from around the world, said Arctic sea ice has decreased 2.8 percent each decade since the late 1970s.",the Intergovernmental Panel on Climate Change...said Arctic sea ice has decreased 2.8 percent each decade since the late 1970s.,0,0.7243741
D0606F,NYT19980812.0321,2681,"The Greenpeace report noted that the Intergovernmental Panel on Climate Change, a group of 1,600 climate scientists from around the world, said Arctic sea ice has decreased 2.8 percent each decade since the late 1970s.",NYT19980812.0321,2681,"The Greenpeace report noted that the Intergovernmental Panel on Climate Change, a group of 1,600 climate scientists from around the world, said Arctic sea ice has decreased 2.8 percent each decade since the late 1970s.","2714, 2759;2820, 2899","2714, 2759;2820, 2899",the Intergovernmental Panel on Climate Change...said Arctic sea ice has decreased 2.8 percent each decade since the late 1970s.,the Intergovernmental Panel on Climate Change...said Arctic sea ice has decreased 2.8 percent each decade since the late 1970s.,0,0.74407357
D0606F,NYT19980812.0321,2681,"The Greenpeace report noted that the Intergovernmental Panel on Climate Change, a group of 1,600 climate scientists from around the world, said Arctic sea ice has decreased 2.8 percent each decade since the late 1970s.",NYT19990607.0382,4051,"According to the Environmental Protection Agency, over the past century mean global temperatures have increased 0.6 to 1.2 degrees, the global sea level has risen 4 to 10 inches, and the snow cover in the Northern Hemisphere and floating ice in the Arctic Ocean have decreased.","4234, 4328","2714, 2759;2820, 2899",the snow cover in the Northern Hemisphere and floating ice in the Arctic Ocean have decreased.,the Intergovernmental Panel on Climate Change...said Arctic sea ice has decreased 2.8 percent each decade since the late 1970s.,0,0.5638944
D0606F,NYT19980812.0321,2681,"The Greenpeace report noted that the Intergovernmental Panel on Climate Change, a group of 1,600 climate scientists from around the world, said Arctic sea ice has decreased 2.8 percent each decade since the late 1970s.",NYT19991206.0093,4344,"In one, reported in the December issue of the journal Geophysical Research Letters, scientists analyzed data collected by sonar aboard nuclear submarines and found that the floating ice cover of the Arctic Ocean has become about 40 percent thinner than it was two to four decades ago.","4344, 4350;4428, 4438;4502, 4628","2714, 2759;2820, 2899",In one...scientists...found that the floating ice cover of the Arctic Ocean has become about 40 percent thinner than it was two to four decades ago.,the Intergovernmental Panel on Climate Change...said Arctic sea ice has decreased 2.8 percent each decade since the late 1970s.,0,0.5279457
D0606F,NYT19980812.0321,2681,"The Greenpeace report noted that the Intergovernmental Panel on Climate Change, a group of 1,600 climate scientists from around the world, said Arctic sea ice has decreased 2.8 percent each decade since the late 1970s.",XIE19971121.0037,644,He cited a recent report by the Intergovernmental Panel on Climate Change which noted that stablization of the concentration of greenhouse gases by the year 2100 will nonetheless be accompanied by rising temperatures and higher sea levels.,"644, 717","2714, 2759;2820, 2899",He cited a recent report by the Intergovernmental Panel on Climate Change,the Intergovernmental Panel on Climate Change...said Arctic sea ice has decreased 2.8 percent each decade since the late 1970s.,0,0.6856429
D0606F,NYT19980812.0321,2900,"The panel also said that upper Arctic ice, which had been 2 meters (6 1/2 feet) to 3 meters (just under 9 feet) thick, now averages about 1.5 meters (under 5 feet) or less.",NYT19980812.0321,2900,"The panel also said that upper Arctic ice, which had been 2 meters (6 1/2 feet) to 3 meters (just under 9 feet) thick, now averages about 1.5 meters (under 5 feet) or less.","2900, 2909;2915, 3072","2900, 2909;2915, 3072","The panel...said that upper Arctic ice, which had been 2 meters (6 1/2 feet) to 3 meters (just under 9 feet) thick, now averages about 1.5 meters (under 5 feet) or less.","The panel...said that upper Arctic ice, which had been 2 meters (6 1/2 feet) to 3 meters (just under 9 feet) thick, now averages about 1.5 meters (under 5 feet) or less.",0,0.74227977
D0606F,NYT19990607.0382,0,"WASHINGTON _ On the west coast of Canada's Hudson Bay, fewer and fewer polar bears are being born each year.",NYT19990607.0382,0,"WASHINGTON _ On the west coast of Canada's Hudson Bay, fewer and fewer polar bears are being born each year.","0, 53","0, 53",WASHINGTON _ On the west coast of Canada's Hudson Bay,WASHINGTON _ On the west coast of Canada's Hudson Bay,0,0.6977829
D0606F,NYT19990607.0382,0,"WASHINGTON _ On the west coast of Canada's Hudson Bay, fewer and fewer polar bears are being born each year.",NYT19990607.0382,0,"WASHINGTON _ On the west coast of Canada's Hudson Bay, fewer and fewer polar bears are being born each year.","55, 108","55, 108",fewer and fewer polar bears are being born each year.,fewer and fewer polar bears are being born each year.,0,0.7100969
